League_Name,Home_Team_Goal,Away_Team_Goal
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,3,1
France Ligue 1,2,2
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,0,2
France Ligue 1,2,2
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,4,1
France Ligue 1,3,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,2,3
France Ligue 1,3,1
France Ligue 1,4,0
France Ligue 1,0,1
France Ligue 1,2,2
France Ligue 1,2,2
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,0,4
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,6,1
France Ligue 1,0,1
France Ligue 1,0,2
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,1,0
France Ligue 1,4,0
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,3,0
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,4,0
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,3,2
France Ligue 1,2,2
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,2,1
France Ligue 1,2,3
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,2,2
France Ligue 1,0,5
France Ligue 1,0,1
France Ligue 1,1,3
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,4,0
France Ligue 1,4,2
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,3
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,3,1
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,0,4
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,0,1
France Ligue 1,0,3
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,4,0
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,4,0
France Ligue 1,4,0
France Ligue 1,5,1
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,0,3
France Ligue 1,3,1
France Ligue 1,0,2
France Ligue 1,1,3
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,5,0
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,2,2
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,1,3
France Ligue 1,0,0
France Ligue 1,2,2
France Ligue 1,2,2
France Ligue 1,1,2
France Ligue 1,3,1
France Ligue 1,2,2
France Ligue 1,4,1
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,4,1
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,3
France Ligue 1,1,1
France Ligue 1,3,2
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,1,2
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,0,2
France Ligue 1,0,2
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,5,0
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,0,0
France Ligue 1,3,1
France Ligue 1,2,0
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,2,0
France Ligue 1,2,4
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,2,2
France Ligue 1,2,2
France Ligue 1,1,1
France Ligue 1,3,2
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,3,2
France Ligue 1,3,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,2,2
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,0,0
France Ligue 1,3,1
France Ligue 1,1,3
France Ligue 1,2,2
France Ligue 1,0,2
France Ligue 1,2,2
France Ligue 1,2,4
France Ligue 1,0,3
France Ligue 1,2,0
France Ligue 1,3,2
France Ligue 1,1,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,0,2
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,0,2
France Ligue 1,3,1
France Ligue 1,2,0
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,2,3
France Ligue 1,2,1
France Ligue 1,3,2
France Ligue 1,2,2
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,0,3
France Ligue 1,2,0
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,2,3
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,2,1
France Ligue 1,1,2
France Ligue 1,0,1
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,0,1
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,2,2
France Ligue 1,1,2
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,3,1
France Ligue 1,3,1
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,2,2
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,2,2
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,2,3
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,2,6
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,0,0
France Ligue 1,4,4
France Ligue 1,5,1
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,4,1
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,1,4
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,4,2
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,1,2
France Ligue 1,1,3
France Ligue 1,0,2
France Ligue 1,0,1
France Ligue 1,1,3
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,3,1
France Ligue 1,0,3
France Ligue 1,3,1
France Ligue 1,1,3
France Ligue 1,4,0
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,4
France Ligue 1,0,0
France Ligue 1,2,1
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,2,3
France Ligue 1,0,2
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,0,0
France Ligue 1,2,2
France Ligue 1,3,3
France Ligue 1,3,1
France Ligue 1,4,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,5,1
France Ligue 1,3,0
France Ligue 1,2,1
France Ligue 1,3,0
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,2,2
France Ligue 1,2,0
France Ligue 1,4,1
France Ligue 1,4,1
France Ligue 1,2,0
France Ligue 1,3,0
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,5,1
France Ligue 1,3,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,2,2
France Ligue 1,3,3
France Ligue 1,0,3
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,3,2
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,1,2
France Ligue 1,0,1
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,5,1
France Ligue 1,1,0
France Ligue 1,1,3
France Ligue 1,2,1
France Ligue 1,0,2
France Ligue 1,2,7
France Ligue 1,3,0
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,3,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,3,1
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,3,1
France Ligue 1,2,3
France Ligue 1,2,2
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,2,3
France Ligue 1,3,0
France Ligue 1,1,2
France Ligue 1,5,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,0,2
France Ligue 1,1,2
France Ligue 1,1,2
France Ligue 1,3,2
France Ligue 1,2,3
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,2,3
France Ligue 1,0,4
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,3,1
France Ligue 1,3,0
France Ligue 1,3,3
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,3,2
France Ligue 1,1,0
France Ligue 1,0,5
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,1,3
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,4,1
France Ligue 1,0,1
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,6,2
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,4,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,0,0
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,3,1
France Ligue 1,1,2
France Ligue 1,1,2
France Ligue 1,4,1
France Ligue 1,0,2
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,2,3
France Ligue 1,1,0
France Ligue 1,4,2
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,3,2
France Ligue 1,0,1
France Ligue 1,2,0
France Ligue 1,4,0
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,1,4
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,1,3
France Ligue 1,1,1
France Ligue 1,3,3
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,2,2
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,2,2
France Ligue 1,2,1
France Ligue 1,2,1
France Ligue 1,4,1
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,3,1
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,2,2
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,2,3
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,5
France Ligue 1,2,1
France Ligue 1,1,2
France Ligue 1,1,3
France Ligue 1,0,1
France Ligue 1,4,1
France Ligue 1,3,1
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,1,6
France Ligue 1,3,2
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,2,3
France Ligue 1,3,0
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,1,3
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,4
France Ligue 1,1,2
France Ligue 1,3,1
France Ligue 1,1,3
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,2,1
France Ligue 1,1,3
France Ligue 1,3,1
France Ligue 1,0,3
France Ligue 1,2,3
France Ligue 1,3,2
France Ligue 1,1,1
France Ligue 1,3,1
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,1,0
France Ligue 1,0,3
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,3,1
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,2,2
France Ligue 1,3,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,1,3
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,1,2
France Ligue 1,0,3
France Ligue 1,3,5
France Ligue 1,6,1
France Ligue 1,2,4
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,3,1
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,0,2
France Ligue 1,4,1
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,3,0
France Ligue 1,2,3
France Ligue 1,0,1
France Ligue 1,2,1
France Ligue 1,0,4
France Ligue 1,6,0
France Ligue 1,0,1
France Ligue 1,5,0
France Ligue 1,3,2
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,0,4
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,3,2
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,3,0
France Ligue 1,1,4
France Ligue 1,3,2
France Ligue 1,0,1
France Ligue 1,2,1
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,4,2
France Ligue 1,4,0
France Ligue 1,4,0
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,5,0
France Ligue 1,1,1
France Ligue 1,1,3
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,3,0
France Ligue 1,3,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,3,3
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,4,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,0,5
France Ligue 1,0,3
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,3,0
France Ligue 1,0,1
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,1,2
France Ligue 1,3,0
France Ligue 1,0,1
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,1,2
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,0,2
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,0,1
France Ligue 1,1,4
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,3,1
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,2,0
France Ligue 1,4,1
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,2,2
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,0,2
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,4,1
France Ligue 1,3,0
France Ligue 1,0,1
France Ligue 1,2,1
France Ligue 1,5,0
France Ligue 1,1,2
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,3,1
France Ligue 1,3,0
France Ligue 1,2,2
France Ligue 1,0,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,4
France Ligue 1,1,1
France Ligue 1,2,4
France Ligue 1,3,3
France Ligue 1,0,0
France Ligue 1,4,1
France Ligue 1,2,2
France Ligue 1,3,0
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,0,3
France Ligue 1,1,2
France Ligue 1,1,0
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,2,2
France Ligue 1,0,3
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,5,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,0,3
France Ligue 1,2,1
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,3,3
France Ligue 1,2,0
France Ligue 1,2,2
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,4,1
France Ligue 1,2,0
France Ligue 1,1,3
France Ligue 1,2,2
France Ligue 1,1,0
France Ligue 1,2,2
France Ligue 1,2,4
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,2,2
France Ligue 1,2,1
France Ligue 1,1,0
France Ligue 1,1,3
France Ligue 1,0,1
France Ligue 1,4,0
France Ligue 1,1,0
France Ligue 1,2,2
France Ligue 1,1,3
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,5,1
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,0,2
France Ligue 1,0,1
France Ligue 1,4,0
France Ligue 1,2,0
France Ligue 1,0,4
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,2,0
France Ligue 1,1,2
France Ligue 1,2,0
France Ligue 1,4,0
France Ligue 1,3,1
France Ligue 1,1,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,0,3
France Ligue 1,1,0
France Ligue 1,1,4
France Ligue 1,1,1
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,2,0
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,2,4
France Ligue 1,2,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,4,1
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,2,3
France Ligue 1,3,1
France Ligue 1,0,0
France Ligue 1,4,3
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,4,1
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,1,1
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,0,1
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,3,0
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,4,1
France Ligue 1,1,2
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,5,1
France Ligue 1,0,0
France Ligue 1,0,0
France Ligue 1,2,2
France Ligue 1,4,1
France Ligue 1,3,0
France Ligue 1,0,2
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,6,0
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,2,2
France Ligue 1,2,0
France Ligue 1,0,9
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,4,0
France Ligue 1,5,1
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,3,0
France Ligue 1,2,5
France Ligue 1,2,0
France Ligue 1,0,2
France Ligue 1,2,1
France Ligue 1,0,1
France Ligue 1,1,2
France Ligue 1,2,2
France Ligue 1,0,1
France Ligue 1,1,3
France Ligue 1,0,3
France Ligue 1,0,2
France Ligue 1,4,1
France Ligue 1,2,1
France Ligue 1,3,1
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,1,0
France Ligue 1,0,2
France Ligue 1,4,1
France Ligue 1,0,2
France Ligue 1,3,0
France Ligue 1,0,0
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,4,0
France Ligue 1,2,1
France Ligue 1,2,1
France Ligue 1,1,3
France Ligue 1,1,1
France Ligue 1,0,2
France Ligue 1,2,4
France Ligue 1,1,1
France Ligue 1,6,0
France Ligue 1,0,1
France Ligue 1,0,3
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,3,2
France Ligue 1,0,0
France Ligue 1,4,1
France Ligue 1,2,0
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,3
France Ligue 1,0,1
France Ligue 1,3,2
France Ligue 1,0,0
France Ligue 1,2,4
France Ligue 1,0,1
France Ligue 1,1,0
France Ligue 1,2,1
France Ligue 1,4,0
France Ligue 1,0,0
France Ligue 1,2,3
France Ligue 1,3,0
France Ligue 1,1,2
France Ligue 1,0,4
France Ligue 1,0,0
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,6,1
France Ligue 1,1,0
France Ligue 1,1,0
France Ligue 1,2,3
France Ligue 1,2,0
France Ligue 1,0,1
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,1,0
France Ligue 1,4,0
France Ligue 1,1,0
France Ligue 1,4,1
France Ligue 1,1,2
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,0,4
France Ligue 1,2,0
France Ligue 1,1,0
France Ligue 1,0,3
France Ligue 1,4,1
France Ligue 1,3,1
France Ligue 1,2,1
France Ligue 1,0,0
France Ligue 1,0,1
France Ligue 1,3,1
France Ligue 1,0,0
France Ligue 1,4,1
France Ligue 1,1,2
France Ligue 1,0,2
France Ligue 1,0,1
France Ligue 1,2,2
France Ligue 1,2,2
France Ligue 1,1,3
France Ligue 1,1,0
France Ligue 1,1,3
France Ligue 1,1,1
France Ligue 1,2,1
France Ligue 1,2,1
France Ligue 1,1,1
France Ligue 1,2,3
France Ligue 1,1,1
France Ligue 1,1,1
France Ligue 1,2,0
France Ligue 1,0,0
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,2,0
France Ligue 1,2,0
France Ligue 1,2,3
France Ligue 1,6,1
France Ligue 1,3,0
France Ligue 1,1,1
France Ligue 1,0,1
France Ligue 1,3,0
France Ligue 1,3,1
France Ligue 1,2,0
France Ligue 1,3,3
France Ligue 1,1,2
France Ligue 1,2,1
France Ligue 1,1,4
France Ligue 1,1,0
France Ligue 1,1,1
